Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,LEGALAMARRY,2,COMMERCIAL,17,12,1285,48.13
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,MALA VENKAYA PALLY,2,COMMERCIAL,8,8,279,8.72
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,NAMAPOOR,2,COMMERCIAL,31,30,5254,53.66
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,NANDAGIRI,2,COMMERCIAL,31,24,984,48.6
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,NARSIMHAMPETA,2,COMMERCIAL,5,5,376,5.0
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,PEGADAPALLY,2,COMMERCIAL,333,288,27365,559.315
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,GOLLAPALLE,2,COMMERCIAL,11,11,398,20.718
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,GURREGUDEM,2,COMMERCIAL,13,11,118,17.162
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,KONDAGATTU,2,COMMERCIAL,383,349,43335,722.607
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,MADDUTLA,2,COMMERCIAL,49,46,6293,84.564
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,NOOKAPALLY,2,COMMERCIAL,112,92,13864,393.925
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,OBLAPOOR,2,COMMERCIAL,49,47,1888,64.802
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,POTHARAM I,2,COMMERCIAL,76,65,8101,117.38
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,RAJARAM,2,COMMERCIAL,64,51,8186,108.604
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,RAMANNAPET,2,COMMERCIAL,160,145,20920,322.594
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),THATIKONDA,2,COMMERCIAL,104,85,10547,200.09
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,SIRSAMUDER,2,COMMERCIAL,8,5,193,8.26
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,TAKKADPALLI BIG,2,COMMERCIAL,6,3,52,12.0
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,WAJEEDNAGAR,2,COMMERCIAL,38,33,5301,86.22
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,BABALGAON,2,COMMERCIAL,7,7,345,11.0
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,BASWAPOOR,2,COMMERCIAL,18,16,345,16.57
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,BIJAL WADI,2,COMMERCIAL,8,7,279,11.68
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,KHAMRAJKALLAL,2,COMMERCIAL,22,19,3486,87.5
KAMAREDDY,BANSWADA,BICHKUNDA,JUKKAL,KHANDE BELLUR,2,COMMERCIAL,46,42,2521,67.08
